id,name,description,image,followers_count,friends_count
574032254,Coinbase,Coinbase is the easiest place to buy and sell crypto. For support ➡️ @CoinbaseSupport,http://pbs.twimg.com/profile_images/1481004008630198272/NdH6949o_normal.png,4550179,21
