id,name,description,image,followers_count,friends_count
92639420,Marcelo Claure,"Father of 6,Husband,CEO @Softbank Int’l, Chairman @WeWork & Fortress. Board @Tmobile,@Arm,@Univision, @SorareHQ, @Bolivar_Oficial &  @gironafc ⚽️",http://pbs.twimg.com/profile_images/1407880092592771076/nyrnF1MO_normal.jpg,281326,868
