created_at,full_text,retweet_count,favorite_count,screen_name
Mon Mar 22 19:04:23 +0000 2021,"3-in-3. I'll cover 3 topics, spending 3 minutes on each one. In my first 3-in-3 with @mtbarra, we discussed our careers and the leadership lessons we’d pass on to others. 

What resonated with you?

Watch the full video here: https://t.co/0k00HkTFoG https://t.co/PTINAK0q4w",7,39,GinniRometty
Wed Mar 17 16:13:13 +0000 2021,@mtbarra I am so happy to have had you as the first guest of my 3-in-3 series. Looking forward to sharing the next segment all about you and @GM!,2,10,GinniRometty
Wed Mar 17 16:09:06 +0000 2021,"Today @MellodyHobson becomes the only Black chairwoman of an S&amp;P 500 company. While Mellody is infinitely qualified, she and @Starbucks are also setting an example of the steps businesses can take to further diversity and support their communities. https://t.co/qzZj3AdvHL",9,28,GinniRometty
Fri Mar 12 14:43:27 +0000 2021,"Investing in Black women is essential for creating a more equitable world and long term economic success. Congratulations, @GoldmanSachs on your incredible commitment to invest $10 billion in one million Black women over the next 10 years. https://t.co/9f8ATYTeox",8,78,GinniRometty
Thu Mar 11 22:22:10 +0000 2021,"To celebrate this #WomensHistoryMonth, my friend, Chairman &amp; CEO of @GM, @mtbarra joined me to talk about her career &amp; offered a few lessons for women in STEM — from advice on speaking up, to making the tough decisions about balancing a career &amp; family. https://t.co/0k00HkTFoG",25,102,GinniRometty
Tue Mar 09 15:11:16 +0000 2021,@Citi Being first can be lonely. We have to support one another.,0,1,GinniRometty
Mon Mar 08 17:47:33 +0000 2021,Roughly 4.4 Million households with students lack consistent computer access. Tanesha Grant started Parents Supporting Parents NYC to bridge the digital divide and help students and families navigate remote learning. https://t.co/9uH6wcFRHg,7,22,GinniRometty
Fri Mar 05 14:22:04 +0000 2021,"Diana embodies what it means to define your own story. @FromCaliToMars is proof that when you have the opportunity to contribute your skills, the sky - or should I say, Mars - is the limit. https://t.co/QniAXUD5Ej",7,22,GinniRometty
Thu Mar 04 15:03:22 +0000 2021,Congratulations to Jane Fraser on starting her first week as the CEO of @Citi. Her leadership as the first woman CEO is a marker of how far women have come in finance and a reflection of the incredible work she has put in to get here. https://t.co/UHFVshumqe,2,30,GinniRometty
Wed Mar 03 14:51:43 +0000 2021,The past is prologue. Mary W. Jackson helped to drive @NASA and our country into a new era of technological advancement - all while carving a path for Black and women engineers to follow in her footsteps. https://t.co/zNjIrx4Btw,10,26,GinniRometty
Wed Mar 03 14:46:34 +0000 2021,"RT @IWFglobal: In a Fortune op-ed, former CEO of @IBM &amp; IWF Hall of Famer @GinniRometty id's 3 strategies to take to prep for next national…",4,0,GinniRometty
Mon Mar 01 14:27:53 +0000 2021,"@iamwill These efforts will benefit both students in inner cities and rural areas who are affected by the changing workforce needs – and it will benefit employers who are looking for a workforce with aptitude and ability, not just a college degree.",0,3,GinniRometty
Mon Mar 01 14:27:28 +0000 2021,"@iamwill Time is of the essence - We all need to shift to a ""skills-first"" paradigm for education and hiring now.",0,15,GinniRometty
Fri Feb 26 19:23:22 +0000 2021,"Congratulations, @Thasunda Brown Duckett! After transforming @Chase both physically and digitally, there is no better choice to lead @TIAA through the economic challenges and transformations ahead. https://t.co/NpCbh8tP5r",3,35,GinniRometty
Thu Feb 25 15:59:08 +0000 2021,"On @Oprah’s Master Class podcast, Dr. @CondoleezzaRice shares how her story came together to make her wiser and prepared her for making the hard decisions as the first Black woman Secretary of State and now as director of @HooverInst. https://t.co/hXtTNT02xL https://t.co/ayHVTxoovn",1,25,GinniRometty
Fri Feb 19 14:09:20 +0000 2021,"@thedotank Bobbi, you describe Arne so well, he remains an inspiration to so many – including me. My deepest sympathies are with your family during this time.",0,1,GinniRometty
Fri Feb 19 14:02:24 +0000 2021,"@workofthefuture @IBM I’m looking forward to joining the @MIT community to talk about new collar jobs, skills for the digital era, and more.",0,7,GinniRometty
Thu Feb 18 17:00:06 +0000 2021,"At 14, @_TheAbstract1 hacked @PathwaysInTech’s computer system. Rather than punish him, @RashidfDavis helped hone his skills. In 2015, Gabriel graduated with an associate degree and now works for @IBM. How are you recognizing and fostering untapped talent? https://t.co/V8E0tArMsj",8,31,GinniRometty
Tue Feb 16 16:20:21 +0000 2021,"I will be forever grateful for having had such a dear friend &amp; role model in Arne Sorenson. Leaning on one another &amp; learning from each other over the years has been invaluable. Alongside others, I will miss Arne dearly but I know that his grace &amp; dignity will be with us forever. https://t.co/3DuP9tvde8",10,162,GinniRometty
Fri Feb 12 15:11:59 +0000 2021,"This week, @BENS_org’s report examining America’s collective crisis response capabilities concluded that significant execution challenges remain. In @FortuneMagazine, I explain why technology &amp; education are essential to prepare for the next crisis: https://t.co/Qt2yEokluu",7,32,GinniRometty
Thu Feb 11 14:19:14 +0000 2021,"18% of students graduate with a STEM degree, only 2% are Black. @KizzyPhD led COVID-19 vaccine development &amp; is a role model for women &amp; people of color in STEM. Whether it’s a woman or any group, people have got to have role models to see what’s possible.
https://t.co/h0fSLIdmzh",5,37,GinniRometty
Mon Feb 08 13:31:50 +0000 2021,"I am one of many saluting Ken Frazier as he announces his retirement from @Merck.

I count myself lucky - I had the opportunity to learn from him as a peer, &amp; now we are working together to co-chair @OneTen. 1M jobs for Black Americans are in our reach. 
https://t.co/9qJ9Tqph8e",4,45,GinniRometty
Mon Feb 01 17:21:24 +0000 2021,"President of @rpi Dr. Shirley Jackson is a powerhouse and a force to be reckoned with. There isn't a day I'm with her that I don't learn something. When a window opens, step through. Leave footprints.

She has left footprints in my life and the lives of many.

#BlackHistoryMonth https://t.co/bF5sp4B9qN",8,39,GinniRometty
Fri Jan 29 15:59:48 +0000 2021,"At 15 years old @gitanjaliarao already knows that you can’t be what you can’t see. While she’s working on a lead contamination detection system, she wants to inspire others of any age, race, and gender to join her in creating tools that help others. https://t.co/vsPRqhsHON",4,70,GinniRometty
Thu Jan 28 22:36:05 +0000 2021,Congrats to Roz Brewer on becoming the third Black woman to run a Fortune 500 company in history as the CEO of @WBA_global in March. I’m excited to see her in this role and as a role model for so many future women leaders. You can't be what you can't see. https://t.co/SzCiJmopsf,8,94,GinniRometty
Thu Jan 28 14:02:59 +0000 2021,"RT @BloombergLive: Board Co-Chair @OneTen @GinniRometty, ""Everyone's got some good ideas - the government has some good ideas, individual c…",18,0,GinniRometty
Wed Jan 27 14:25:49 +0000 2021,"I’m delighted to share that @LISCMaurice will join @OneTen as CEO. Under his leadership our member companies will work to create 1M careers for Black Americans in 10 years as we remove structural barriers, shift to a skills-first paradigm &amp; create a more flexible talent pipeline. https://t.co/6lincN1Udl",19,82,GinniRometty
Wed Jan 27 13:21:02 +0000 2021,RT @OneTen: Tune into @BloombergLive’s The Year Ahead TODAY at 8:30 AM ET for a discussion on OneTen and a special announcement from OneTen…,3,0,GinniRometty
Mon Jan 18 15:03:24 +0000 2021,"RT @OneTen: Today we honor the great Dr. Martin Luther King Jr.

His legacy reminds us both of how far we have come and how much is left to…",18,0,GinniRometty
Thu Jan 14 14:00:04 +0000 2021,I look forward to discussing how @OneTen will work to build a more equitable work force over the next decade. Join us at 2pm EST. https://t.co/9uhVGahPYE,13,59,GinniRometty
Wed Jan 13 14:31:39 +0000 2021,"Yesterday, @NYGovCuomo &amp; the Reimagine NY Commission announced the Pathways Pledge to make the workforce more inclusive and put skills first. As a founding member, I urge companies to adopt the pledge &amp; prioritize hiring based on skills, not just degrees.
https://t.co/DMO2v7FL7r",4,47,GinniRometty
Wed Jan 06 23:46:47 +0000 2021,"The United States Constitution enshrines our right to peaceful protest. Together, as Americans, we must condemn any acts of violence under the guise of protest, as they go against our democracy.",59,453,GinniRometty
Wed Jan 06 16:41:13 +0000 2021,"I’m curious about what you’re interested in. As I begin my next chapter, what content would you like to see?",13,75,GinniRometty
Mon Jan 04 18:13:03 +0000 2021,"Resolving intergenerational inequity of Black Americans can’t be achieved with words and sentiments. As co-chair of @OneTen, I’m looking forward to working with fellow executives to build new talent pipelines towards family-sustaining jobs. https://t.co/tz54PocVjl",12,126,GinniRometty
Fri Jan 01 14:13:24 +0000 2021,"The @IBM values and purpose instilled in me nearly 40 years ago are just as relevant today. They are part of me. As 2021 challenges us in new ways, remember that each of us shape the communities we live and work in just as much as they shape us.",29,265,GinniRometty
Thu Dec 31 15:33:25 +0000 2020,"My experiences at @IBM have shaped who I am today and how I see the world. Meanwhile, our work at IBM has shaped the world around us. I know that IBM will continue that journey of progress and growth ever onward. https://t.co/1d18m7qtdD",14,157,GinniRometty
Thu Dec 31 14:07:45 +0000 2020,"My third and final lesson from my time at @IBM, work on something that matters. My belief in the power of diversity has grown into a calling to build an inclusive workforce. Diversity is a fact, but inclusion is a choice we make. https://t.co/Tji0dUVHoY",30,153,GinniRometty
Thu Dec 31 13:31:43 +0000 2020,RT @OneTen: OneTen Co-Chair @GinniRometty spoke about removing structural barriers and creating new opportunities based on a skills-first a…,11,0,GinniRometty
Wed Dec 30 18:02:21 +0000 2020,"My second lesson is one that my colleagues and friends hear from me often, growth and comfort never coexist. The moments that challenge us are the moments where we reach new heights. https://t.co/wwiOzfnRDu",39,220,GinniRometty
Wed Dec 30 15:50:33 +0000 2020,"After nearly 40 years at @IBM, I’m sharing my lessons for IBMers with all of you. My first, never let anyone else define you. You write your own story. https://t.co/goalPJSonU",70,405,GinniRometty
Wed Dec 30 14:10:34 +0000 2020,"@PTECHNETWORK It has been an honor and joy to support P-TECH’s critical work. Together, we are preparing students with skills for the Digital Era.",1,6,GinniRometty
Tue Dec 29 14:07:13 +0000 2020,"@rashidfdavis @IBMorg @IBM @IBMNews Thank you, Rashid. I am so grateful for our work together. Your dedication to skills-based education is invaluable. I’m proud to see P-TECH students become tomorrow’s leaders.",2,9,GinniRometty
Mon Dec 28 13:32:45 +0000 2020,"I know that under @ArvindKrishna’s leadership, you will carry @IBM ever onward. It has been the honor and privilege of a lifetime to work with you IBMers, I look forward to watching as you carry this great company into the future. https://t.co/tFyogdxv0Q",39,383,GinniRometty
Mon Dec 28 13:32:45 +0000 2020,"There are innumerable lessons but three stand out to me:
1. Never let anyone else define you.
2. Growth and comfort never coexist.
3. Work on something that matters.",152,780,GinniRometty
Mon Dec 28 13:32:45 +0000 2020,"Almost 40 years ago, I came to @IBM determined to make an impact on the world. As I step down from my role as executive chairman, I know that IBM will still be part of my next chapter — it will live on in the values and purpose it has instilled in me.",236,2611,GinniRometty
