created_at,full_text,retweet_count,favorite_count,screen_name
Wed Jun 06 22:50:15 +0000 2012,"Oracle's got 100+ enterprise applications live in the #cloud today, SAP's got nothin' but SuccessFactors until 2020",1019,1636,larryellison
